Date,Open,High,Low,Close,Adj Close,Volume
2004-08-25,134.5,135.0,122.375,123.4375,54.20116424560547,52290472
2004-08-26,124.0875015258789,124.5875015258789,121.9124984741211,122.3187484741211,53.70991134643555,17944128
2004-08-27,122.8062515258789,122.8062515258789,119.8187484741211,120.29374694824219,52.820709228515625,12026536
2004-08-30,120.9625015258789,123.71875,120.625,123.28125,54.13257598876953,8998552
2004-08-31,123.625,123.75,122.0,123.4937515258789,54.22584915161133,9080528
2004-09-01,123.5625,124.36250305175781,122.9375,123.4749984741211,54.21763229370117,7890560
2004-09-02,123.5,125.60624694824219,123.5,124.1812515258789,54.527767181396484,8403160
2004-09-03,124.5,125.03125,123.71875,124.7437515258789,54.774742126464844,4210528
2004-09-06,124.75,125.60624694824219,124.14375305175781,124.375,54.6128044128418,3214624
2004-09-07,124.625,125.0,124.2874984741211,124.41874694824219,54.63202667236328,2109160
2004-09-08,124.75,125.0,123.90625,124.1875,54.53048324584961,2063624
2004-09-09,124.125,124.75,122.28125,122.5,53.78950119018555,3299528
2004-09-10,122.53125,123.75,122.375,123.59375,54.269779205322266,2399992
2004-09-13,123.92500305175781,126.95625305175781,123.875,125.5062484741211,55.10952377319336,7425632
2004-09-14,127.0,127.3499984741211,125.4437484741211,126.9312515258789,55.735252380371094,6454456
2004-09-15,127.125,127.48750305175781,125.125,125.7125015258789,55.20011520385742,4345552
2004-09-16,126.0,126.875,125.375,126.01249694824219,55.331844329833984,3460584
2004-09-17,126.75,128.6875,126.375,128.0124969482422,56.21003341674805,5742528
2004-09-20,129.00625610351562,129.75,127.5,127.85624694824219,56.141441345214844,4083632
2004-09-21,128.125,131.125,127.875,130.6999969482422,57.39011001586914,5884048
2004-09-22,131.25,132.0,129.65625,131.49374389648438,57.7386474609375,7190504
2004-09-23,130.5812530517578,131.0,128.375,128.68124389648438,56.503658294677734,6421576
2004-09-24,128.875,130.0,128.25625610351562,128.61874389648438,56.47624588012695,3121256
2004-09-27,128.75,129.03125,126.875,127.5,55.98500061035156,3451248
2004-09-28,128.0,128.47500610351562,126.51875305175781,126.89375305175781,55.71878433227539,3153232
2004-09-29,127.9749984741211,129.0812530517578,127.13749694824219,128.78125,56.54757308959961,3906152
2004-09-30,129.0437469482422,130.08749389648438,128.0,128.3874969482422,56.374671936035156,4301016
2004-10-01,128.72500610351562,132.05624389648438,128.375,131.03125,57.5355339050293,3935576
2004-10-04,131.875,135.125,131.625,134.60000610351562,59.10257339477539,4923880
2004-10-05,135.0,136.1374969482422,134.4499969482422,135.02499389648438,59.289215087890625,6082408
2004-10-06,135.0,137.875,134.40625,135.1437530517578,59.341346740722656,6531248
2004-10-07,135.625,137.4375,135.5,137.09375,60.19761276245117,3649720
2004-10-08,136.83749389648438,138.75,136.625,137.22500610351562,60.255218505859375,3654648
2004-10-11,138.25,149.75,135.71249389648438,136.1750030517578,59.794166564941406,4682816
2004-10-12,138.125,142.5,134.8000030517578,135.63125610351562,59.555397033691406,6870840
2004-10-13,135.63125610351562,135.63125610351562,135.63125610351562,135.63125610351562,59.555397033691406,0
2004-10-14,137.25,140.49374389648438,136.125,139.5749969482422,61.2870979309082,7189280
2004-10-15,140.25,142.59375,139.625,140.7624969482422,61.80854034423828,7321744
2004-10-18,141.5,142.7375030517578,140.75,142.21249389648438,62.445213317871094,5578448
2004-10-19,142.5124969482422,143.5,141.78125,142.55624389648438,62.596168518066406,3409984
2004-10-20,143.125,143.6125030517578,140.8874969482422,141.3874969482422,62.08295440673828,2659008
2004-10-21,141.875,142.3000030517578,140.25,140.66250610351562,61.764617919921875,2150976
2004-10-22,140.66250610351562,140.66250610351562,140.66250610351562,140.66250610351562,61.764617919921875,0
2004-10-25,140.64999389648438,140.7375030517578,138.875,139.5437469482422,61.27338409423828,2780984
2004-10-26,139.5437469482422,142.5,139.5,142.02499389648438,62.36287307739258,2936112
2004-10-27,142.5,143.5,141.875,142.5,62.57144546508789,2854880
2004-10-28,143.5,146.875,142.875,145.8312530517578,65.41129302978516,6648960
2004-10-29,147.375,147.375,143.5,144.2937469482422,64.7216796875,2409008
2004-11-01,144.7937469482422,146.65625,142.75,146.19375610351562,65.57388305664062,1910072
2004-11-02,147.0,147.49374389648438,144.27499389648438,144.8312530517578,64.96273040771484,2774936
2004-11-03,144.375,148.0500030517578,144.375,147.11874389648438,65.98876190185547,3112864
2004-11-04,148.125,148.5,146.1875,146.46875,65.69721221923828,1876712
2004-11-05,146.875,147.5,145.0,145.4875030517578,65.2571029663086,2061232
2004-11-08,145.375,148.74374389648438,145.375,148.0500030517578,66.406494140625,3121096
2004-11-09,147.3000030517578,149.71249389648438,147.125,148.49374389648438,66.60556030273438,2550680
2004-11-10,148.75,149.9875030517578,148.63125610351562,149.22500610351562,66.93351745605469,1544472
2004-11-11,149.75,150.3625030517578,149.0,149.6687469482422,67.132568359375,1778392
2004-11-12,150.15625,151.125,149.00625610351562,149.5749969482422,67.09052276611328,741112
2004-11-15,149.5749969482422,149.5749969482422,149.5749969482422,149.5749969482422,67.09052276611328,0
2004-11-16,149.6062469482422,149.75,148.0124969482422,148.7687530517578,66.72887420654297,1201928
2004-11-17,149.25,151.24374389648438,149.0625,150.53125,67.51940155029297,1846264
2004-11-18,151.125,154.375,150.6374969482422,153.86874389648438,69.01644134521484,3037024
2004-11-19,154.125,154.4375,151.2937469482422,151.97500610351562,68.16703033447266,1938664
2004-11-22,151.125,152.99374389648438,149.375,152.5749969482422,68.4361572265625,1453272
2004-11-23,152.5,155.15625,152.5,154.4875030517578,69.2939453125,1379008
2004-11-24,154.625,155.60000610351562,153.7062530517578,154.24374389648438,69.1846694946289,999528
2004-11-25,154.25,155.375,150.69375610351562,152.00625610351562,68.18104553222656,2203976
2004-11-26,152.00625610351562,152.00625610351562,152.00625610351562,152.00625610351562,68.18104553222656,0
2004-11-29,152.0,156.0,151.25,155.44375610351562,69.72286224365234,2273896
2004-11-30,155.75,160.875,155.75,159.375,71.48622131347656,3105776
2004-12-01,160.0,160.0,157.375,157.94375610351562,70.84424591064453,3212848
2004-12-02,158.75,159.375,154.8874969482422,155.30624389648438,69.66120910644531,2971576
